DrugBank ID,CAS Number,Drug Groups,InChIKey,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
DB04780,,experimental,QTTLKKFUOJQIRB-JOLIRYOJSA-N,CCCCCCCCCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(O)(=O)=O)[C@H]1O)[C@H](O)\C=C\CCCCCCCCCCCCC,C48H93NO12S,,,5459389,46506937,76069,,SFT,4573177,
DB04781,13392-69-3,experimental,PHOJOSOUIAQEDH-UHFFFAOYSA-N,OCCCCC(O)=O,C5H10O3,C02804,,25945,46508916,45564,CHEMBL1205948,SHO,24171,
DB04782,,experimental,YKIUTLHCSNCTDZ-MRVPVSSYSA-N,[O-][N+](=O)C1=CC=C(C=C1)[C@H]1CO1,C8H7NO3,,,1237169,46507564,,,SNO,1039556,
DB04783,,experimental,MINVLQAHLUCDIO-GLLDUQGXSA-N,CO[C@H](C\C=C\N(C)C=O)[C@@H](C)C(=O)CC[C@H](C)[C@H](OC)[C@H](C)[C@H]1OC(=O)\C=C\C=C(C)/C[C@H](CC2=CC(=O)O[C@H]([C@H]2O)[C@H](C)[C@H](C[C@H](OC)\C=C\[C@H](C)[C@@H](O)C[C@@H](OC)\C=C\[C@@H]1C)OC)OC,C53H85NO14,,,46937020,46505903,,CHEMBL1615234,SPX,26330329,
DB04784,1517-69-7,experimental,WAPNOHKVXSQRPX-SSDOTTSWSA-N,C[C@@H](O)C1=CC=CC=C1,C8H10O,,,637516,46507442,45616,CHEMBL151062,SS2,553122,
DB04785,7229-50-7,experimental,KVTPRMVXYZKLIG-NCAOFHFGSA-N,[H]/C(=C(/[H])\C(\O)=C1/C(=O)N([C@]([H])(C1=O)[C@]([H])(C)C(O)=NC)[C@]1([H])CC[C@]([H])(O)[C@]([H])(C)O1)/C(/C)=C(\[H])[C@@]([H])(C)[C@@]1([H])O[C@@]2(C)O[C@]([H])(C=C[C@@]22CO2)[C@]1([H])C,C32H44N2O9,,,54708748,46505558,45773,CHEMBL1236068,STD,21270076,
DB04786,145-63-1,investigational,FIAFUQMPZJWCLV-UHFFFAOYSA-N,CC1=C(NC(=O)C2=CC(NC(=O)NC3=CC=CC(=C3)C(=O)NC3=C(C)C=CC(=C3)C(=O)NC3=C4C(C=C(C=C4S(O)(=O)=O)S(O)(=O)=O)=C(C=C3)S(O)(=O)=O)=CC=C2)C=C(C=C1)C(=O)NC1=C2C(C=C(C=C2S(O)(=O)=O)S(O)(=O)=O)=C(C=C1)S(O)(=O)=O,C51H40N6O23S6,C07974,,5361,46507013,45906,CHEMBL265502,SVR,5168,50336799
DB04787,304853-42-7,investigational,PYVFWTPEBMRKSR-UHFFFAOYSA-N,CN1C(=CC=C1C1=CC=C2NC(=S)OC(C)(C)C2=C1)C#N,C16H15N3OS,,,4369524,46509047,,CHEMBL539163,T98,3572060,50375821
DB04788,87913-21-1,experimental,UVAAUIDYGIWLMB-HGNFPZBQSA-N,CC(=O)O[C@@H]1[C@H](N)[C@@H](OP(O)(O)=O)[C@]2(CS[C@](O)([C@@H]1O2)C(N)=O)C(O)=O,C11H17N2O11PS,,,5327077,46506068,,,TGT,4484333,
DB04789,134-35-0,investigational; nutraceutical,ZNOVTXRBGFNYRX-ABLWVSNPSA-N,CN1C(CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2,C20H25N7O6,,,9825434,46505172,,CHEMBL1221561,,8001181,
DB04790,,experimental,IBIUTOFGXGGVKQ-XMTFNYHQSA-N,[H][C@]1(CO[C@]2([H])[C@]([H])(CO[C@]12[H])OC1=CC=CC(=C1)C(N)=N)OC1=CC(=CC=C1)C(N)=N,C20H22N4O4,,,5326924,46506329,,,TL1,4484207,
DB04791,,experimental,DKBAWRNTUZFJKV-BSDSXHPESA-N,[H][C@@]1(CO[C@]2([H])[C@@]([H])(CO[C@]12[H])OC1=CC=CC(=C1)C(N)=N)OC1=CC=C(C=C1)C(N)=N,C20H22N4O4,,,5326925,46508954,,,TL2,4484208,
DB04792,,experimental,CDEVHSIVANGYRI-XMTFNYHQSA-N,[H][C@]1(CO[C@]2([H])[C@]([H])(CO[C@]12[H])OC1=CC=C(C=C1)C(N)=N)OC1=CC=C(C=C1)C(N)=N,C20H22N4O4,,,5326926,46506156,,,TL3,4484209,
DB04793,,experimental,DKBAWRNTUZFJKV-XMTFNYHQSA-N,[H]N=C(N([H])[H])C1=CC=C(O[C@@H]2CO[C@]3([H])[C@H](CO[C@]23[H])OC2=CC=CC(=C2)C(=N[H])N([H])[H])C=C1,C20H22N4O4,,,5326927,46504675,,,TL4,4484210,
DB04794,60628-96-8,approved; investigational,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,C22H18N2,,,2378,46507284,78692,CHEMBL277535,TMI,2287,50128548
DB04795,326-91-0,experimental,TXBBUSUXYMIVOS-UHFFFAOYSA-N,FC(F)(F)C(=O)CC(=O)C1=CC=CS1,C8H5F3O2S,,,5601,46504456,,CHEMBL1236433,TTF,5399,
DB04796,163217-09-2,experimental; investigational,HHGRMHMXKPQNGF-WNSNRMDMSA-N,[H][C@@]1(CC[C@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)CC#CC(C)(C)O,C26H40O3,,,6915835,46504586,,CHEMBL2105107,TX5,5291648,
DB04797,,experimental,OVCXRBARSPBVMC-UHFFFAOYSA-N,CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC=C(F)C=C1,C18H15FN4O,,,5289514,46506220,46746,CHEMBL194322,TZY,4451466,15414
DB04798,,experimental,FHWOAQCPEFTDOQ-LURJTMIESA-N,[H][C@]([NH3+])(CC1=C(SN=C1[O-])C(C)(C)C)C(O)=O,C10H16N2O3S,,,5289517,46508906,,CHEMBL29024,U1K,4451469,50126761
DB04799,43152-58-5,experimental,QCWGBMWYLYKEIU-UHFFFAOYSA-N,CCCCCCCCCCCC1=C(O)C(=O)C2=C(N=CS2)C1=O,C18H25NO3S,,,3016416,46507980,,,UHD,20082687,
DB04800,,experimental,OTZLVSGSRPNRFT-UHFFFAOYSA-N,CN1N=C(C=C1NS(O)(=O)=O)C1=CC=CC=C1,C10H11N3O3S,,,5327154,46507993,,,UN3,4484396,13529
DB04801,506-17-2,experimental,UWHZIFQPPBDJPM-FPLPWBNLSA-N,CCCCCC\C=C/CCCCCCCCCC(O)=O,C18H34O2,,,5282761,46507844,50464,CHEMBL1236642,VCA,4445888,
DB04802,,experimental,SXGMVGOVILIERA-PWNYCUMCSA-N,[H][C@](C)(N)[C@@]([H])(N)C(O)=O,C4H10N2O2,,,14221359,46504536,,,VDL,25059111,
DB04803,,experimental,UBHGDCVUOWXYCX-UHFFFAOYSA-M,CC1=CC2=CC3=[N+]4C(=CC5=C(C=C)C(C)=C6OC7=C(C=C)C(C)=C8C=C1N2[Fe]4(N56)N78)C(C)=C3CCC(O)=O,C30H27FeN4O3,,,131704289,46506747,,,VER,,
DB04804,,experimental,SXGMVGOVILIERA-GBXIJSLDSA-N,[H][C@](C)(N)[C@]([H])(N)C(O)=O,C4H10N2O2,,,11073394,46508875,,,VLL,9248543,
DB04805,23152-29-6,experimental,FEPMHVLSLDOMQC-IYPFLVAKSA-N,[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)CCN1C(=O)[C@]([H])(CC1=CC=CC=C1)N(C)C2=O)C1=CC=CC=C1,C43H49N7O10,C11269,,5388936,46507514,46416,CHEMBL1236684,,4534976,
DB04806,,experimental,OPIFSICVWOWJMJ-HAAGFXOZSA-N,OC[C@H]1O[C@H](OC2=CNC3=C2C(Cl)=C(Br)C=C3)[C@@H](O)[C@@H](O)[C@@H]1O,C14H15BrClNO6,,,5289587,46506917,75501,,XMM,4451522,
DB04807,,experimental,HQYVHBCTLFPWRQ-ZMFOIVQCSA-N,O[C@@H]1CO[C@H](SC[C@H]2O[C@@H](OC3=CC=C(C=C3)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,C17H23NO11S,,,6102810,46509046,,,XTG,4810311,
DB04808,3947-65-7,experimental,SYJXFKPQNSDJLI-HKEUSBCWSA-N,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,C12H26N4O6,C01441,,72392,46507306,7489,CHEMBL427409,XXX,65325,8580
DB04809,,experimental,WYZUQFGBWINJOI-KVUHSHOZSA-L,[Fe+4].[H]\C(=N/C1=C(C=C(CCC(O)=O)C=C1)/N=C(\[H])C1=CC=CC=C1[O-])C1=CC=CC=C1[O-],C23H18FeN2O4,,,131704291,46507929,,,YOK,22378535,
DB04810,,experimental,AYPNHSRYHHHKFU-HPUGBGFMSA-L,[Fe+4].[H]\C(=N/C1=C(C=C(C=C1)C(O)=O)/N=C(\[H])C1=CC=CC=C1[O-])C1=CC=CC=C1[O-],C21H14FeN2O4,,,131704292,46507216,,,YOL,25058923,
DB04811,,experimental,BSPYTUHYTMXMCB-JKBLJYNNSA-L,[Fe+4].[H]\C(=N/C1=CC=CC=C1\N=C(/[H])C1=CC=CC=C1[O-])C1=CC=CC=C1[O-],C20H14FeN2O2,,,131704294,46505709,,,YOM,22378537,
DB04812,51234-28-7,withdrawn,MITFXPHMIHQXPI-UHFFFAOYSA-N,CC(C(O)=O)C1=CC2=C(OC(=N2)C2=CC=C(Cl)C=C2)C=C1,C16H12ClNO3,,,39941,46508496,76114,CHEMBL340978,,36518,50088388
DB04813,97-18-7,withdrawn,JFIOVJDNOJYLKP-UHFFFAOYSA-N,OC1=C(SC2=C(O)C(Cl)=CC(Cl)=C2)C=C(Cl)C=C1Cl,C12H6Cl4O2S,C07967,D00802,2406,46508019,3131,CHEMBL290106,B1T,2313,36880
DB04814,1233-53-0,withdrawn,CWRBDUIQDIHWJZ-SOFGYWHQSA-N,CCCC(=O)NC1=C(I)C=C(I)C(\C=C(/CC)C(O)=O)=C1I,C15H16I3NO3,,,6436657,46504825,135861,CHEMBL2110636,,4941281,
DB04815,130-26-7,approved; vet_approved; withdrawn,QCDFBFJGMNKBDO-UHFFFAOYSA-N,OC1=C(I)C=C(Cl)C2=C1N=CC=C2,C9H5ClINO,,,2788,46509081,74460,CHEMBL497,CQL,2686,32188
DB04816,117-10-2,approved; investigational; withdrawn,QBPFLULOKWLNNW-UHFFFAOYSA-N,OC1=CC=CC2=C1C(=O)C1=C(C=CC=C1O)C2=O,C14H8O4,C10312,D07107,2950,46509077,3682,CHEMBL53418,CHZ,2845,11316
DB04817,50567-35-6,approved; investigational; withdrawn,LVWZTYCIRDMTEY-UHFFFAOYSA-N,CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,C13H17N3O4S,,D08188,522325,46509035,62088,CHEMBL461522,,3000,235671
DB04818,54-92-2,withdrawn,NYMGNSNKLVNMIA-UHFFFAOYSA-N,CC(C)NNC(=O)C1=CC=NC=C1,C9H13N3O,C11777,D02579,3748,46505059,5958,CHEMBL92401,,3617,29136
DB04819,91-80-5,withdrawn,HNJJXZKZRAWDPF-UHFFFAOYSA-N,CN(C)CCN(CC1=CC=CS1)C1=NC=CC=C1,C14H19N3S,C11114,,8667,46505007,6820,CHEMBL1411979,,3956,81469
DB04820,51-12-7,approved; withdrawn,NOIIUHRQUVNIDD-UHFFFAOYSA-N,O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1,C16H18N4O2,,,4472,46506047,94510,CHEMBL1256841,,4317,163693
DB04821,24526-64-5,withdrawn,XXPANQJNYNUNES-UHFFFAOYSA-N,CN1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2,C16H18N2,,,4528,46505804,116225,CHEMBL273575,,4371,50005548
DB04822,468-61-1,withdrawn,IQADUMSPOQKAAO-UHFFFAOYSA-N,CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1,C20H33NO3,,,4619,46508573,135424,CHEMBL1500276,,4458,
DB04823,125-13-3,investigational; withdrawn,SJDACOMXKWHBOW-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(O)C=C1,C20H15NO3,,,31315,46508827,135358,CHEMBL245807,,29053,50208447
DB04824,77-09-8,approved; withdrawn,KJFMBFZCATUALV-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,C20H14O4,C14286,D05456,4764,46506108,34914,CHEMBL63857,,4600,50077844
DB04825,390-64-7,withdrawn,IFFPICMESYHZPQ-UHFFFAOYSA-N,CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,C24H27N,,,9801,46508663,8397,CHEMBL24072,,9418,50017723
DB04826,86-12-4,withdrawn,KLOHYVOVXOUKQI-UHFFFAOYSA-N,CN1CCC(CC1)N(CC1=CC=CS1)C1=CC=CC=C1,C17H22N2S,,,27901,46504731,135187,CHEMBL2105458,,25957,
DB04827,51-79-6,approved; withdrawn,JOYRKODLDBILNP-UHFFFAOYSA-N,CCOC(N)=O,C3H7NO2,C01537,,5641,46505215,17967,CHEMBL462547,,5439,
DB04828,33369-31-2,withdrawn,ZXVNMYWKKDOREA-UHFFFAOYSA-N,CN1C(CC(O)=O)=CC(C)=C1C(=O)C1=CC=C(Cl)C=C1,C15H14ClNO3,,,5733,46504549,35859,CHEMBL19490,ZOM,5531,50027952
DB04829,50-37-3,illicit; investigational; withdrawn,VAYOSLLFUXYJDT-RDTXWAMCSA-N,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N(CC)CC,C20H25N3O,C07542,,5761,46506397,6605,CHEMBL263881,7LD,5558,50241702
DB04830,692-13-7,investigational; withdrawn,XSEUMFJMFFMCIU-UHFFFAOYSA-N,CCCC\N=C(/N)N=C(N)N,C6H15N5,C07674,D00595,2468,46507254,3209,CHEMBL39736,BFR,2374,
DB04831,40180-04-9,withdrawn,AGHANLSBXUWXTB-UHFFFAOYSA-N,OC(=O)COC1=C(Cl)C(Cl)=C(C=C1)C(=O)C1=CC=CS1,C13H8Cl2O4S,C11702,D02386,38409,46505485,9590,CHEMBL267744,,35204,50090674
DB04832,56775-88-3,withdrawn,OYPPVKRFBIWMSX-SXGWCWSVSA-N,CN(C)CC=C(C1=CC=C(Br)C=C1)C1=CN=CC=C1,C16H17BrN2,,,41987,46504589,135357,CHEMBL37744,,4517305,50020706
DB04833,72-44-6,illicit; withdrawn,JEYCTXHKTXCGPB-UHFFFAOYSA-N,CC1=CC=CC=C1N1C(C)=NC2=CC=CC=C2C1=O,C16H14N2O,C07560,D00557,6292,46507178,6821,CHEMBL282052,,6055,50089081
DB04834,465499-11-0,approved; withdrawn,HTIKWNNIPGXLGM-YLINKJIISA-N,[H][C@@]12C[C@@H]([C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(CC=C)CCCCC1,C37H61N2O4,,,5311399,46506932,135845,CHEMBL1201352,,4470890,
DB04835,376348-65-1,approved; investigational,GSNHKUDZZFZSJB-QYOOZWMWSA-N,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,C29H41F2N5O,,,3002977,46508040,63608,CHEMBL1201187,MRV,20078004,50334986
DB04836,57574-09-1,illicit; withdrawn,ONNOFKFOZAJDHT-UHFFFAOYSA-N,OC(=O)CCCCCCNC1C2=CC=CC=C2CCC2=CC=CC=C12,C22H27NO2,,D07335,34869,46509012,32499,CHEMBL418995,,32091,50292474
DB04837,791-35-5,approved; withdrawn,WRCHFMBCVFFYEQ-UHFFFAOYSA-N,CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,C17H20ClNO,,,2795,46505324,135207,CHEMBL1201313,,2693,
DB04838,456-59-7,approved,WZHCOOQXZCIUNC-UHFFFAOYSA-N,CC1CC(CC(C)(C)C1)OC(=O)C(O)C1=CC=CC=C1,C17H24O3,,,2893,46505740,3988,CHEMBL1480987,,2790,
DB04839,427-51-0,approved; investigational,UWFYSQMTEOIJJG-FDTZYFLXSA-N,[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H],C24H29ClO4,,D01368,9880,46506931,50743,CHEMBL139835,CA4,9496,50094569
DB04840,1131-64-2,approved; investigational,JWPGJSVJDAJRLW-UHFFFAOYSA-N,NC(=N)N1CCC2=CC=CC=C2C1,C10H13N3,C13650,,2966,46507664,34665,CHEMBL169901,,2860,50122613
DB04841,52468-60-7,approved,SMANXXCATUTDDT-QPJJXVBHSA-N,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,C26H26F2N2,,D01303,941361,46507129,135652,CHEMBL30008,,819216,50017702
DB04842,1841-19-6,approved; investigational,QOYHHIBFXOOADH-UHFFFAOYSA-N,FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,C29H31F2N3O,,D02629,3396,46508202,93369,CHEMBL46516,,3279,26948
DB04843,25990-43-6,approved,GKNPSSNBBWDAGH-UHFFFAOYSA-N,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C21H26NO3,C07818,,4057,46508905,94411,CHEMBL524004,,3917,50377964
DB04844,58-46-8,approved; investigational,MKJIEFSOBYUXJB-UHFFFAOYSA-N,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,C19H27NO3,C11168,D08575,6018,46506426,64028,CHEMBL117785,,5796,50017701
DB04845,219989-84-1,approved; investigational,FABUFPQFXZVHFB-PVYNADRNSA-N,[H][C@]12C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]1(C)O2)C(\C)=C\C1=CSC(C)=N1,C27H42N2O5S,,D04645,6445540,99443224,63605,CHEMBL1201752,,20145579,
DB04846,56980-93-9,approved; investigational,JOATXPAWOHTVSZ-UHFFFAOYSA-N,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,C20H33N3O4,,D07660,2663,310264853,94461,CHEMBL27810,,2563,
DB04847,,investigational,YOZBGTLTNGAVFU-UHFFFAOYSA-N,CC1=NC(C(=O)NCC(O)=O)=C(O)C2=CC=C(OC3=CC=CC=C3)C=C12,C19H16N2O5,,,11256664,347827699,132774,CHEMBL2338329,,9431690,50431015
DB04848,,investigational,,,,,,,347909840,,,,,
DB04849,288383-20-0,investigational,XXJWYDDUDKYVKI-UHFFFAOYSA-N,COC1=CC2=C(C=C1OCCCN1CCCC1)N=CN=C2OC1=C(F)C2=C(NC(C)=C2)C=C1,C25H27FN4O3,,,9933475,175426860,94782,CHEMBL491473,,8109103,50331096
DB04850,252260-06-3,investigational,HBUJYEUPIIJJOS-PBHICJAKSA-N,OC[C@H](O)C(=O)N1CCC(=CC1)C1=C(F)C=C(C=C1F)N1C[C@H](COC2=NOC=C2)OC1=O,C21H21F2N3O7,,,213049,175426861,,CHEMBL131854,,184741,
DB04851,174254-13-8,investigational,VDMKJSJJXQDICL-ZXVJYWQYSA-N,OC(=O)CC(O)(CC(O)=O)C(O)=O.OC(=O)CC(O)(CC(O)=O)C(O)=O.COC1=CC(=CC(OC)=C1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)OC(CCCC1=CN=CC=C1)CCCC1=CN=CC=C1,C46H57N3O21,,D03128,9963148,175426862,,CHEMBL2104406,,8138745,
DB04852,177469-96-4,investigational,AMNXBQPRODZJQR-DITALETJSA-N,CC1=NC2=C(C3=CC=CC=C3N2CC2=CC(=CC=C2)[C@H](C2CCCC2)C(=O)N[C@@H](CO)C2=CC=CC=C2)C(C)=C1,C35H37N3O2,,,5745206,175426863,,CHEMBL2105804,,4676524,
DB04853,144348-08-3,investigational,XJFMHMFFBSOEPR-DNZQAUTHSA-N,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=C(N\N=C\C3CCCCC3)N=C12,C17H25N7O4,,D03120,9576912,175426864,,CHEMBL1950554,,7851353,
DB04854,144060-53-7,approved,BQSJTQLCZDPROO-UHFFFAOYSA-N,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,C16H16N2O3S,,D01206,134018,310264854,31596,CHEMBL1164729,TEI,118173,50320491
DB04855,141626-36-0,approved,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,C31H44N2O5S,,D02537,208898,175426865,50659,CHEMBL184412,,180996,50151864
DB04856,119817-90-2,investigational,QNQZBKQEIFTHFZ-GOSISDBHSA-N,CCCCCN(CCCOC)C(=O)[C@@H](CCC(O)=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1,C21H30Cl2N2O5,,,65937,175426866,135747,CHEMBL550781,,59342,
DB04857,171655-91-7,investigational,NRLIFEGHTNUYFL-QJDHNRDASA-N,[H][C@@]12CC[C@@]([H])(N1C)[C@]([H])(\C=N\OC)[C@H](C2)C1=CC(Cl)=C(Cl)C=C1,C16H20Cl2N2O,,D03153,9614919,175426867,,CHEMBL2104184,,7888898,
DB04858,27314-97-2,investigational,ORYDPOVDJJZGHQ-UHFFFAOYSA-N,NC1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=N1,C7H6N4O2,,D06167,33776,175426868,78887,CHEMBL50882,,10437748,
DB04859,142852-50-4,investigational,PMBLXLOXUGVTGB-UHFFFAOYSA-N,O=C(CCC1CCN(CC2=CC=CC=C2)CC1)C1=CC2=C(CCCCN2)C=C1,C25H32N2O,,,198752,175426869,,CHEMBL75013,,172025,50037157
DB04860,122970-40-5,investigational,TZYVRXZQAWPIAB-FCLHUMLKSA-N,NC1=NC(=O)C2=C(N1)N([C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C(=O)S2,C10H12N4O6S,,,72231,175426870,,CHEMBL2105116,,65192,
DB04861,118457-14-0,approved; investigational,KOHIRBRYDXPAMZ-UHFFFAOYSA-N,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,C22H25F2NO4,,D05127,71301,99443225,64019,CHEMBL434394,,64421,84735
DB04862,198821-22-6,investigational,JBPUGFODGPKTDW-SFHVURJKSA-N,COC1=C(C=CC(NC(=O)NC2=CC=CC(CNC(=O)O[C@H]3CCOC3)=C2)=C1)C1=CN=CO1,C23H24N4O6,,,153241,175426871,,CHEMBL304087,,135060,50102249
DB04863,149503-79-7,investigational,PGCFXITVMNNKON-ROUUACIJSA-N,COC(=O)C[C@@H]1C[C@@H](COC2=CC=C(C=C2)C2=CC=C(C=C2)C(\N)=N\C(=O)OC)NC1=O,C23H25N3O6,,,9576916,175426872,60634,CHEMBL2105032,,7851357,
DB04864,102518-79-6,approved; experimental,ZRJBHWIHUMBLCN-YQEJDHNASA-N,[H][C@@]12CC3=C(C=CC(=O)N3)[C@@](N)(CC(C)=C1)\C2=C\C,C15H18N2O,C09992,,854026,175426873,78330,CHEMBL395280,HUP,16736021,50199522
DB04865,26833-87-4,approved; investigational,HYFHYPWGAURHIV-JFIAXGOJSA-N,[H][C@@]1(OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@]23CCCN2CCC2=CC4=C(OCO4)C=C2[C@]13[H],C29H39NO9,,D08956,285033,175426874,71019,CHEMBL46286,HMT,251215,
DB04866,55837-20-2,investigational; vet_approved,LVASCWIMLIKXLA-CABCVRRESA-N,[H][C@]1(O)CCCN[C@]1([H])CC(=O)CN1C=NC2=C(C=C(Cl)C(Br)=C2)C1=O,C16H17BrClN3O3,,D04413,456390,175426875,,CHEMBL1199540,HFG,401856,
DB04867,136381-85-6,investigational,ILNRQFBVVQUOLP-UHFFFAOYSA-N,OC(=O)CN1C(=CC2=CC=CC=C12)C(=O)NC1=NC(=CS1)C1=CC=CC=C1Cl,C20H14ClN3O3S,,,122077,175426876,92624,CHEMBL249973,,108883,82304
DB04868,641571-10-0,approved; investigational,HHZIURLSWUIHRB-UHFFFAOYSA-N,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,C28H22F3N7O,,,644241,99443226,52172,CHEMBL255863,NIL,559260,50237710
DB04869,204697-65-4,investigational,ITIXDWVDFFXNEG-JHOUSYSJSA-N,[H][C@@](CCCCN)(N=C(O)[C@@]([H])(CC1=CC(Br)=C(O)C(Br)=C1)N=C(O)N1CCC(CC1)N1CC2=CC=CC=C2N=C1O)C(=O)N1CCN(CC1)C1=CC=NC=C1,C38H47Br2N9O5,,,6918509,175426877,,CHEMBL207197,3N6,5293706,50184069
DB04870,180003-17-2,investigational,IMIPDPVHGGHVNH-YWVHRCQQSA-N,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC(=O)CCCCCCC\C=C/CCCCCCCC)C=C3,C36H54O3,,,6918373,175426878,,,,5293576,
DB04871,616202-92-7,approved,XTTZERNUQAFMOF-QMMMGPOBSA-N,C[C@H]1CNCCC2=CC=C(Cl)C=C12,C11H14ClN,,D06613,11658860,310264855,65353,CHEMBL360328,,9833595,50161646
DB04872,160492-56-8,investigational,DZOJBGLFWINFBF-UMSFTDKQSA-N,CN(C(C)=O)C1(CCN(CCC[C@@]2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC=CC=C1,C35H41Cl2N3O2,,,219077,175426879,,CHEMBL346178,,189901,50291261
DB04873,152811-62-6,investigational,KVCSJPATKXABRQ-UHFFFAOYSA-N,CCCCN1CCC(CNC(=O)C2=C3OCCCN3C3=CC=CC=C23)CC1,C22H31N3O2,,,177336,175426880,,CHEMBL356359,,154413,85026
DB04874,181630-15-9,investigational,IIMIOEBMYPRQGU-UHFFFAOYSA-L,N.[Cl-].[Cl-].[Pt++].CC1=CC=CC=N1,C6H10Cl2N2Pt,,,177358,175426881,,,,154428,
DB04875,192755-52-5,investigational,CXAGHAZMQSCAKJ-WAHHBDPQSA-N,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2N1C(=O)[C@H](CCC2=O)NC(=O)C1=NC=CC2=CC=CC=C12,C26H29N5O7,,,153270,175426882,,CHEMBL437526,,135089,50189360
DB04876,274901-16-5,approved; investigational,SYOKIDBDQMKNDQ-XWTIBIIYSA-N,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,C17H25N3O2,,,6918537,99443227,135285,CHEMBL142703,,5293734,11695
